algorithm,subsampling,feature_selection,imputation_num,imputation_cat,encoding,fold,auc,sen,spec,accu,gmean
RF,none,FFS,Drop,Mode,One-Hot,4,0.558447937,0.038748137,0.962447257,0.847902421,0.193114055
RF,none,FFS,Drop,Drop,One-Hot,4,0.542315651,0.022630835,0.980884341,0.865783214,0.148990708
RF,none,FFS,Median,Unknown,One-Hot,4,0.557203461,0.062193126,0.957408595,0.83608739,0.244016871
RF,none,FFS,Median,Missing,One-Hot,4,0.557203461,0.062193126,0.957408595,0.83608739,0.244016871
RF,none,FFS,Median,Mode,One-Hot,4,0.545320188,0.05400982,0.954971135,0.832871243,0.227107506
RF,none,FFS,Median,Drop,One-Hot,4,0.587208448,0.041067762,0.984172881,0.862425447,0.201041731
RF,down,FFS,Drop,Unknown,Label,4,0.6231151,0.560357675,0.609704641,0.603585289,0.584510629
RF,down,FFS,Drop,Missing,Label,4,0.615496111,0.535022355,0.628481013,0.616891517,0.579871875
RF,down,FFS,Drop,Mode,Label,4,0.615496111,0.535022355,0.628481013,0.616891517,0.579871875
RF,down,FFS,Drop,Drop,Label,4,0.604529144,0.568599717,0.572697432,0.572205233,0.570644896
RF,down,FFS,Median,Unknown,Label,4,0.621204998,0.623567921,0.543810135,0.554619053,0.582325129
RF,down,FFS,Median,Missing,Label,4,0.619534376,0.612929624,0.551122514,0.559498725,0.581205054
RF,down,FFS,Median,Mode,Label,4,0.621489131,0.618657938,0.543425273,0.553620938,0.579822696
RF,down,FFS,Median,Drop,Label,4,0.607457414,0.541067762,0.604017653,0.595891319,0.571676902
RF,down,FFS,Drop,Unknown,One-Hot,4,0.617458671,0.572280179,0.601687764,0.598041028,0.586799779
RF,down,FFS,Drop,Missing,One-Hot,4,0.617458671,0.572280179,0.601687764,0.598041028,0.586799779
RF,down,FFS,Drop,Mode,One-Hot,4,0.617458671,0.572280179,0.601687764,0.598041028,0.586799779
RF,down,FFS,Drop,Drop,One-Hot,4,0.602616567,0.543140028,0.603784514,0.59650017,0.572660055
RF,down,FFS,Median,Unknown,One-Hot,4,0.627639418,0.595744681,0.586144965,0.587445935,0.590925329
RF,down,FFS,Median,Missing,One-Hot,4,0.627639418,0.595744681,0.586144965,0.587445935,0.590925329
RF,down,FFS,Median,Mode,One-Hot,4,0.61028808,0.633387889,0.507889673,0.524897416,0.56717825
RF,down,FFS,Median,Drop,One-Hot,4,0.607457414,0.541067762,0.604017653,0.595891319,0.571676902
RF,up,FFS,Drop,Unknown,Label,4,0.613153584,0.529061103,0.624894515,0.613010534,0.574984679
RF,up,FFS,Drop,Missing,Label,4,0.620147837,0.506706408,0.683544304,0.661615228,0.588520415
RF,up,FFS,Drop,Mode,Label,4,0.620147837,0.506706408,0.683544304,0.661615228,0.588520415
RF,up,FFS,Drop,Drop,Label,4,0.593296069,0.509193777,0.620583124,0.607203534,0.562136162
RF,up,FFS,Median,Unknown,Label,4,0.597554771,0.436170213,0.679666453,0.646667406,0.544472462
RF,up,FFS,Median,Missing,Label,4,0.597641434,0.418166939,0.697883258,0.659975602,0.5402145
RF,up,FFS,Median,Mode,Label,4,0.596989814,0.439443535,0.675689545,0.643673062,0.544910453
RF,up,FFS,Median,Drop,Label,4,0.5909175,0.154004107,0.923603713,0.824254473,0.377145549
RF,up,FFS,Drop,Unknown,One-Hot,4,0.596083527,0.606557377,0.510126582,0.522084642,0.556256273
RF,up,FFS,Drop,Missing,One-Hot,4,0.596083527,0.606557377,0.510126582,0.522084642,0.556256273
RF,up,FFS,Drop,Mode,One-Hot,4,0.596083527,0.606557377,0.510126582,0.522084642,0.556256273
RF,up,FFS,Drop,Drop,One-Hot,4,0.60136464,0.517680339,0.620776212,0.608392796,0.566889442
RF,up,FFS,Median,Unknown,One-Hot,4,0.621308563,0.542553191,0.632456703,0.620272818,0.585782727
RF,up,FFS,Median,Missing,One-Hot,4,0.621308563,0.542553191,0.632456703,0.620272818,0.585782727
RF,up,FFS,Median,Mode,One-Hot,4,0.604473996,0.581833061,0.5644644,0.566818232,0.573082934
RF,up,FFS,Median,Drop,One-Hot,4,0.5909175,0.154004107,0.923603713,0.824254473,0.377145549
RF,rose,FFS,Drop,Unknown,Label,4,0.622297943,0.166915052,0.921729958,0.828127888,0.392237943
RF,rose,FFS,Drop,Missing,Label,4,0.601555239,0.210134128,0.889029536,0.804841989,0.432221525
RF,rose,FFS,Drop,Mode,Label,4,0.601555239,0.210134128,0.889029536,0.804841989,0.432221525
RF,rose,FFS,Drop,Drop,Label,4,0.577464262,0.374823197,0.724850357,0.68280666,0.521239607
RF,rose,FFS,Median,Unknown,Label,4,0.608705326,0.403436989,0.73431687,0.689475435,0.544289065
RF,rose,FFS,Median,Missing,Label,4,0.608919226,0.415711948,0.726363053,0.684263059,0.549506869
RF,rose,FFS,Median,Mode,Label,4,0.610616567,0.401800327,0.736626042,0.691249861,0.544037301
RF,rose,FFS,Median,Drop,Label,4,0.594021097,0.297741273,0.828488814,0.759973492,0.496664187
RF,rose,FFS,Drop,Unknown,One-Hot,4,0.597182711,0.290611028,0.830168776,0.763260026,0.491178381
RF,rose,FFS,Drop,Missing,One-Hot,4,0.597182711,0.290611028,0.830168776,0.763260026,0.491178381
RF,rose,FFS,Drop,Mode,One-Hot,4,0.597182711,0.290611028,0.830168776,0.763260026,0.491178381
RF,rose,FFS,Drop,Drop,One-Hot,4,0.570963605,0.309759547,0.762309326,0.70795107,0.485934761
RF,rose,FFS,Median,Unknown,One-Hot,4,0.604170862,0.328150573,0.827710071,0.760008872,0.521165553
RF,rose,FFS,Median,Missing,One-Hot,4,0.604170862,0.328150573,0.827710071,0.760008872,0.521165553
RF,rose,FFS,Median,Mode,One-Hot,4,0.580323217,0.402618658,0.70801796,0.666629699,0.533911267
RF,rose,FFS,Median,Drop,One-Hot,4,0.594021097,0.297741273,0.828488814,0.759973492,0.496664187
RF,smote,FFS,Drop,Unknown,Label,4,0.575122621,0.248882265,0.816244726,0.745888006,0.450720353
RF,smote,FFS,Drop,Missing,Label,4,0.570047225,0.283159463,0.810759494,0.74533358,0.479139044
RF,smote,FFS,Drop,Mode,Label,4,0.570047225,0.283159463,0.810759494,0.74533358,0.479139044
RF,smote,FFS,Drop,Drop,Label,4,0.545435912,0.264497878,0.776404711,0.714916752,0.453163766
RF,smote,FFS,Median,Unknown,Label,4,0.550614404,0.240589198,0.792046183,0.717311744,0.436529216
RF,smote,FFS,Median,Missing,Label,4,0.550292321,0.252045827,0.792174471,0.718975269,0.446838079
RF,smote,FFS,Median,Mode,Label,4,0.552250278,0.250409165,0.794227069,0.720527892,0.445961587
RF,smote,FFS,Median,Drop,Label,4,0.597634369,0.232032854,0.884644651,0.800397614,0.453063597
RF,smote,FFS,Drop,Unknown,One-Hot,4,0.564485748,0.242921013,0.793459916,0.725189429,0.439030849
RF,smote,FFS,Drop,Missing,One-Hot,4,0.564485748,0.242921013,0.793459916,0.725189429,0.439030849
RF,smote,FFS,Drop,Mode,One-Hot,4,0.564485748,0.242921013,0.793459916,0.725189429,0.439030849
RF,smote,FFS,Drop,Drop,One-Hot,4,0.546438492,0.270155587,0.781618073,0.720183486,0.459519846
RF,smote,FFS,Median,Unknown,One-Hot,4,0.553969245,0.2700491,0.786658114,0.716646335,0.460908142
RF,smote,FFS,Median,Missing,One-Hot,4,0.553969245,0.2700491,0.786658114,0.716646335,0.460908142
RF,smote,FFS,Median,Mode,One-Hot,4,0.54158227,0.255319149,0.782424631,0.710990352,0.446954126
RF,smote,FFS,Median,Drop,One-Hot,4,0.597634369,0.232032854,0.884644651,0.800397614,0.453063597
RF,none,FFS,Drop,Unknown,Label,5,0.571516271,0.033333333,0.986061246,0.869508804,0.181297292
RF,none,FFS,Drop,Missing,Label,5,0.570246072,0.028787879,0.983949314,0.867099166,0.168302744
RF,none,FFS,Drop,Mode,Label,5,0.570246072,0.028787879,0.983949314,0.867099166,0.168302744
RF,none,FFS,Drop,Drop,Label,5,0.540493247,0.036465638,0.983814353,0.868173258,0.189408073
RF,none,FFS,Median,Unknown,Label,5,0.562175429,0.034090909,0.98445729,0.854607963,0.183196736
RF,none,FFS,Median,Missing,Label,5,0.560574104,0.034090909,0.983686577,0.853942553,0.183125011
RF,none,FFS,Median,Mode,Label,5,0.562687778,0.032467532,0.98330122,0.853388045,0.178676703
RF,none,FFS,Median,Drop,Label,5,0.595019894,0.028056112,0.991864927,0.863836018,0.166816887
RF,none,FFS,Drop,Unknown,One-Hot,5,0.571835301,0.031818182,0.9843717,0.867840593,0.176977167
RF,none,FFS,Drop,Missing,One-Hot,5,0.571835301,0.031818182,0.9843717,0.867840593,0.176977167
RF,none,FFS,Drop,Mode,One-Hot,5,0.571835301,0.031818182,0.9843717,0.867840593,0.176977167
RF,none,FFS,Drop,Drop,One-Hot,5,0.526477847,0.022440393,0.982839314,0.865605205,0.14851027
RF,none,FFS,Median,Unknown,One-Hot,5,0.55414915,0.028409091,0.986512524,0.855606077,0.16740945
RF,none,FFS,Median,Missing,One-Hot,5,0.55414915,0.028409091,0.986512524,0.855606077,0.16740945
RF,none,FFS,Median,Mode,One-Hot,5,0.545496251,0.032467532,0.9761079,0.847177554,0.178021951
RF,none,FFS,Median,Drop,One-Hot,5,0.569901199,0.034068136,0.988488104,0.861706376,0.183510075
RF,down,FFS,Drop,Unknown,Label,5,0.604830725,0.492424242,0.663569166,0.642632067,0.571627102
RF,down,FFS,Drop,Missing,Label,5,0.604456337,0.503030303,0.633368532,0.61742354,0.564449789
RF,down,FFS,Drop,Mode,Label,5,0.604456337,0.503030303,0.633368532,0.61742354,0.564449789
RF,down,FFS,Drop,Drop,Label,5,0.602657111,0.520336606,0.637090484,0.622838555,0.575761669
RF,down,FFS,Median,Unknown,Label,5,0.60553512,0.570616883,0.578676943,0.57757569,0.574632781
RF,down,FFS,Median,Missing,Label,5,0.603265781,0.569805195,0.587411689,0.5850061,0.57854147
RF,down,FFS,Median,Mode,Label,5,0.606092302,0.575487013,0.575850996,0.575801264,0.575668975
RF,down,FFS,Median,Drop,Label,5,0.627408078,0.557114228,0.625019186,0.615998935,0.59009074
RF,down,FFS,Drop,Unknown,One-Hot,5,0.613676362,0.527272727,0.625765576,0.613716404,0.574411979
RF,down,FFS,Drop,Missing,One-Hot,5,0.613676362,0.527272727,0.625765576,0.613716404,0.574411979
RF,down,FFS,Drop,Mode,One-Hot,5,0.613676362,0.527272727,0.625765576,0.613716404,0.574411979
RF,down,FFS,Drop,Drop,One-Hot,5,0.580801195,0.497896213,0.630265211,0.614107173,0.560184489
RF,down,FFS,Median,Unknown,One-Hot,5,0.59902905,0.511363636,0.624791265,0.609293557,0.565239359
RF,down,FFS,Median,Missing,One-Hot,5,0.59902905,0.511363636,0.624791265,0.609293557,0.565239359
RF,down,FFS,Median,Mode,One-Hot,5,0.57932744,0.566558442,0.532819525,0.5374293,0.549430068
RF,down,FFS,Median,Drop,One-Hot,5,0.600779841,0.533066132,0.603223331,0.5939039,0.56706078
RF,up,FFS,Drop,Unknown,Label,5,0.598848837,0.453030303,0.694614572,0.665060241,0.56096475
RF,up,FFS,Drop,Missing,Label,5,0.593210617,0.424242424,0.693347413,0.660426321,0.542353563
RF,up,FFS,Drop,Mode,Label,5,0.593210617,0.424242424,0.693347413,0.660426321,0.542353563
RF,up,FFS,Drop,Drop,Label,5,0.593331198,0.510518934,0.624804992,0.610854306,0.564778522
RF,up,FFS,Median,Unknown,Label,5,0.587035091,0.444805195,0.6775851,0.645780193,0.548993053
RF,up,FFS,Median,Missing,Label,5,0.585712774,0.426948052,0.693384714,0.656981258,0.544094893
RF,up,FFS,Median,Mode,Label,5,0.588167805,0.450487013,0.676557482,0.645669291,0.552069162
RF,up,FFS,Median,Drop,Label,5,0.602618514,0.315631263,0.814581734,0.748302942,0.507057651
RF,up,FFS,Drop,Unknown,One-Hot,5,0.602425682,0.489393939,0.66906019,0.64708063,0.572218492
RF,up,FFS,Drop,Missing,One-Hot,5,0.602425682,0.489393939,0.66906019,0.64708063,0.572218492
RF,up,FFS,Drop,Mode,One-Hot,5,0.602425682,0.489393939,0.66906019,0.64708063,0.572218492
RF,up,FFS,Drop,Drop,One-Hot,5,0.58217172,0.451612903,0.659126365,0.633795583,0.545591396
RF,up,FFS,Median,Unknown,One-Hot,5,0.590019987,0.498376623,0.637379576,0.61838749,0.563608979
RF,up,FFS,Median,Missing,One-Hot,5,0.590019987,0.498376623,0.637379576,0.61838749,0.563608979
RF,up,FFS,Median,Mode,One-Hot,5,0.572660857,0.556818182,0.543224149,0.545081513,0.549979166
RF,up,FFS,Median,Drop,One-Hot,5,0.586257011,0.495991984,0.624558711,0.607480367,0.556575344
RF,rose,FFS,Drop,Unknown,Label,5,0.599884324,0.178787879,0.924392819,0.833178869,0.406534416
RF,rose,FFS,Drop,Missing,Label,5,0.616371156,0.201515152,0.905807814,0.819647822,0.427239978
RF,rose,FFS,Drop,Mode,Label,5,0.616371156,0.201515152,0.905807814,0.819647822,0.427239978
RF,rose,FFS,Drop,Drop,Label,5,0.573381326,0.328190743,0.752145086,0.700393768,0.496837051
RF,rose,FFS,Median,Unknown,Label,5,0.586235497,0.402597403,0.716891458,0.673949207,0.537232388
RF,rose,FFS,Median,Missing,Label,5,0.600737818,0.402597403,0.726910726,0.682599534,0.540973539
RF,rose,FFS,Median,Mode,Label,5,0.580140849,0.396103896,0.711111111,0.668071421,0.530729575
RF,rose,FFS,Median,Drop,Label,5,0.625047793,0.285571142,0.854182655,0.778650339,0.493892616
RF,rose,FFS,Drop,Unknown,One-Hot,5,0.610356629,0.153030303,0.93157339,0.836329935,0.377569806
RF,rose,FFS,Drop,Missing,One-Hot,5,0.610356629,0.153030303,0.93157339,0.836329935,0.377569806
RF,rose,FFS,Drop,Mode,One-Hot,5,0.610356629,0.153030303,0.93157339,0.836329935,0.377569806
RF,rose,FFS,Drop,Drop,One-Hot,5,0.571614632,0.267882188,0.806162246,0.740455401,0.464711208
RF,rose,FFS,Median,Unknown,One-Hot,5,0.575653573,0.24025974,0.863326911,0.778196739,0.455436823
RF,rose,FFS,Median,Missing,One-Hot,5,0.575653573,0.24025974,0.863326911,0.778196739,0.455436823
RF,rose,FFS,Median,Mode,One-Hot,5,0.563140123,0.407467532,0.681695568,0.64422757,0.52703777
RF,rose,FFS,Median,Drop,One-Hot,5,0.60857171,0.259519038,0.86323868,0.783042726,0.47331477
RF,smote,FFS,Drop,Unknown,Label,5,0.556186522,0.239393939,0.822386484,0.751065802,0.44370524
RF,smote,FFS,Drop,Missing,Label,5,0.560375028,0.256060606,0.816684266,0.748100093,0.457297133
RF,smote,FFS,Drop,Mode,Label,5,0.560375028,0.256060606,0.816684266,0.748100093,0.457297133
RF,smote,FFS,Drop,Drop,Label,5,0.560937203,0.279102384,0.792706708,0.730011984,0.470368294
RF,smote,FFS,Median,Unknown,Label,5,0.551897224,0.232954545,0.806807964,0.728401908,0.433531524
RF,smote,FFS,Median,Missing,Label,5,0.54998509,0.24025974,0.806294155,0.728956416,0.44013637
RF,smote,FFS,Median,Mode,Label,5,0.550605456,0.238636364,0.80834939,0.730509038,0.4392056
RF,smote,FFS,Median,Drop,Label,5,0.605917976,0.25250501,0.858173446,0.777718621,0.465503055
RF,smote,FFS,Drop,Unknown,One-Hot,5,0.561919459,0.254545455,0.820908131,0.751621872,0.457119714
RF,smote,FFS,Drop,Missing,One-Hot,5,0.561919459,0.254545455,0.820908131,0.751621872,0.457119714
RF,smote,FFS,Drop,Mode,One-Hot,5,0.561919459,0.254545455,0.820908131,0.751621872,0.457119714
RF,smote,FFS,Drop,Drop,One-Hot,5,0.530182038,0.253856942,0.762675507,0.700564972,0.4400119
RF,smote,FFS,Median,Unknown,One-Hot,5,0.549104484,0.293019481,0.777263969,0.711101253,0.477235251
RF,smote,FFS,Median,Missing,One-Hot,5,0.549104484,0.293019481,0.777263969,0.711101253,0.477235251
RF,smote,FFS,Median,Mode,One-Hot,5,0.546061878,0.243506494,0.799743096,0.723744039,0.441296541
RF,smote,FFS,Median,Drop,One-Hot,5,0.585085828,0.234468938,0.872448196,0.787701318,0.45228531
RF,none,LASSO,Drop,Unknown,Label,1,0.62443961,0.018779343,0.998061181,0.879568264,0.136904832
RF,none,LASSO,Drop,Missing,Label,1,0.619241106,0.014084507,0.997630332,0.878621473,0.118537468
RF,none,LASSO,Drop,Mode,Label,1,0.632877571,0.015649452,0.997845756,0.879000189,0.124962953
RF,none,LASSO,Drop,Drop,Label,1,0.607281778,0.00137931,0.998014297,0.872591564,0.037102176
RF,none,LASSO,Median,Unknown,Label,1,0.631910041,0.01984127,0.998324094,0.861594765,0.14074096
RF,none,LASSO,Median,Missing,Label,1,0.634642289,0.017460317,0.998066263,0.861040257,0.132009673
RF,none,LASSO,Median,Mode,Label,1,0.639545541,0.012698413,0.998324094,0.860596651,0.112592768
RF,none,LASSO,Median,Drop,Label,1,0.635884259,0.022862823,0.997666822,0.865770007,0.151028077
RF,none,LASSO,Drop,Unknown,One-Hot,1,0.614811758,0.015649452,0.997414907,0.878621473,0.124935972
RF,none,LASSO,Drop,Missing,One-Hot,1,0.609538243,0.017214397,0.99655321,0.878053399,0.130977338
RF,none,LASSO,Drop,Mode,One-Hot,1,0.609538243,0.017214397,0.99655321,0.878053399,0.130977338
RF,none,LASSO,Drop,Drop,One-Hot,1,0.612095944,0.002758621,0.998411438,0.873112307,0.052480839
RF,none,LASSO,Median,Unknown,One-Hot,1,0.635363297,0.015079365,0.997937347,0.860596651,0.122671356
RF,none,LASSO,Median,Missing,One-Hot,1,0.634342662,0.012698413,0.998324094,0.860596651,0.112592768
RF,none,LASSO,Median,Mode,One-Hot,1,0.635468169,0.015079365,0.998195179,0.860818454,0.122687202
RF,none,LASSO,Median,Drop,One-Hot,1,0.632884139,0.022862823,0.997666822,0.865770007,0.151028077
RF,none,RF,Drop,Unknown,Label,1,0.611865096,0.010954617,0.997845756,0.878432115,0.104551507
RF,none,RF,Drop,Missing,Label,1,0.594451625,0.010954617,0.998707454,0.879189547,0.104596641
RF,none,RF,Drop,Mode,Label,1,0.61299363,0.007824726,0.998276605,0.878432115,0.088381226
RF,none,RF,Drop,Drop,Label,1,0.600929583,0,0.998610008,0.872938726,0
RF,none,RF,Median,Unknown,Label,1,0.615237645,0.008730159,0.997937347,0.859709438,0.093338906
RF,none,RF,Median,Missing,Label,1,0.620180799,0.014285714,0.997292768,0.859931241,0.119360963
RF,none,RF,Median,Mode,Label,1,0.615837155,0.017460317,0.997679515,0.860707552,0.131984094
RF,none,RF,Median,Drop,Label,1,0.597792619,0.010934394,0.998444548,0.864828514,0.104486294
RF,none,RF,Drop,Unknown,One-Hot,1,0.606901739,0.009389671,0.998922878,0.879189547,0.096848116
RF,none,RF,Drop,Missing,One-Hot,1,0.599198379,0.009389671,0.998492029,0.878810831,0.096827228
RF,none,RF,Drop,Mode,One-Hot,1,0.600793497,0.010954617,0.998276605,0.878810831,0.104574076
RF,none,RF,Drop,Drop,One-Hot,1,0.595352907,0,0.999404289,0.87363305,0
RF,none,RF,Median,Unknown,One-Hot,1,0.612116041,0.00952381,0.997292768,0.859265831,0.097457818
RF,none,RF,Median,Missing,One-Hot,1,0.612112869,0.01031746,0.997679515,0.859709438,0.10145698
RF,none,RF,Median,Mode,One-Hot,1,0.618434297,0.011904762,0.997679515,0.859931241,0.108982279
RF,none,RF,Median,Drop,One-Hot,1,0.612218971,0.021868787,0.997511277,0.865501009,0.147696858
RF,down,LASSO,Drop,Unknown,Label,1,0.630981229,0.577464789,0.610297286,0.60632456,0.593654102
RF,down,LASSO,Drop,Missing,Label,1,0.63087082,0.58685446,0.599526066,0.597992804,0.593156426
RF,down,LASSO,Drop,Mode,Label,1,0.647279483,0.607198748,0.609220164,0.608975573,0.608208616
RF,down,LASSO,Drop,Drop,Label,1,0.61293035,0.583448276,0.584789515,0.584620726,0.584118511
RF,down,LASSO,Median,Unknown,Label,1,0.645275389,0.600793651,0.602552533,0.602306754,0.601672449
RF,down,LASSO,Median,Missing,Label,1,0.649223794,0.618253968,0.602165786,0.604413885,0.610156854
RF,down,LASSO,Median,Mode,Label,1,0.642051112,0.614285714,0.594688668,0.597427082,0.604407771
RF,down,LASSO,Median,Drop,Label,1,0.6476532,0.614314115,0.597137969,0.599462004,0.605665157
RF,down,LASSO,Drop,Unknown,One-Hot,1,0.624089503,0.58685446,0.584015511,0.584359023,0.585433264
RF,down,LASSO,Drop,Missing,One-Hot,1,0.606836336,0.549295775,0.597371822,0.59155463,0.572829659
RF,down,LASSO,Drop,Mode,One-Hot,1,0.606836336,0.549295775,0.597371822,0.59155463,0.572829659
RF,down,LASSO,Drop,Drop,One-Hot,1,0.626520364,0.597241379,0.58081811,0.582884916,0.588972503
RF,down,LASSO,Median,Unknown,One-Hot,1,0.643534207,0.596031746,0.603068196,0.602084951,0.599539648
RF,down,LASSO,Median,Missing,One-Hot,1,0.645909481,0.607936508,0.605904344,0.606188311,0.606919576
RF,down,LASSO,Median,Mode,One-Hot,1,0.639449417,0.593650794,0.606291092,0.604524787,0.599937653
RF,down,LASSO,Median,Drop,One-Hot,1,0.65334784,0.604373757,0.611914761,0.610894418,0.608132571
RF,down,RF,Drop,Unknown,Label,1,0.625006321,0.602503912,0.586169754,0.588146184,0.594280717
RF,down,RF,Drop,Missing,Label,1,0.618047675,0.58372457,0.584015511,0.583980307,0.583870022
RF,down,RF,Drop,Mode,Label,1,0.635711632,0.58685446,0.592417062,0.591743988,0.589629201
RF,down,RF,Drop,Drop,Label,1,0.612841199,0.622068966,0.56731533,0.574205867,0.594061664
RF,down,RF,Median,Unknown,Label,1,0.626148118,0.595238095,0.586438056,0.587667739,0.590821692
RF,down,RF,Median,Missing,Label,1,0.639030185,0.606349206,0.585406729,0.588333148,0.595785956
RF,down,RF,Median,Mode,Label,1,0.632363498,0.595238095,0.58785613,0.588887657,0.591535597
RF,down,RF,Median,Drop,Label,1,0.619955566,0.591451292,0.571939648,0.574579691,0.581613655
RF,down,RF,Drop,Unknown,One-Hot,1,0.624264978,0.605633803,0.581861267,0.584737739,0.593628547
RF,down,RF,Drop,Missing,One-Hot,1,0.627721545,0.591549296,0.58595433,0.58663132,0.588745167
RF,down,RF,Drop,Mode,One-Hot,1,0.626878558,0.588419405,0.591555364,0.591175914,0.589985301
RF,down,RF,Drop,Drop,One-Hot,1,0.61495248,0.60137931,0.580222399,0.582884916,0.590706142
RF,down,RF,Median,Unknown,One-Hot,1,0.616322533,0.597619048,0.569936831,0.573805035,0.583613833
RF,down,RF,Median,Missing,One-Hot,1,0.619125992,0.596031746,0.570710326,0.574248641,0.583233634
RF,down,RF,Median,Mode,One-Hot,1,0.613804019,0.588888889,0.571870569,0.574248641,0.580317347
RF,down,RF,Median,Drop,One-Hot,1,0.638532779,0.589463221,0.603826412,0.601882986,0.596601593
RF,up,LASSO,Drop,Unknown,Label,1,0.612360168,0.03286385,0.991383025,0.875402386,0.180501143
RF,up,LASSO,Drop,Missing,Label,1,0.615462583,0.021909233,0.994183542,0.876538534,0.147586581
RF,up,LASSO,Drop,Mode,Label,1,0.626615261,0.015649452,0.995045239,0.876538534,0.124787471
RF,up,LASSO,Drop,Drop,Label,1,0.593080715,0.009655172,0.994241461,0.870335011,0.097977409
RF,up,LASSO,Median,Unknown,Label,1,0.637547448,0.031746032,0.99136264,0.857269602,0.177403015
RF,up,LASSO,Median,Missing,Label,1,0.643387284,0.029365079,0.992780714,0.858156815,0.170742744
RF,up,LASSO,Median,Mode,Label,1,0.63481873,0.029365079,0.993038546,0.858378618,0.170764914
RF,up,LASSO,Median,Drop,Label,1,0.623011658,0.042743539,0.992222741,0.863752522,0.205939581
RF,up,LASSO,Drop,Unknown,One-Hot,1,0.605896762,0.046948357,0.985135717,0.871615224,0.215059302
RF,up,LASSO,Drop,Missing,One-Hot,1,0.596986823,0.057902973,0.975657044,0.864608976,0.237683495
RF,up,LASSO,Drop,Mode,One-Hot,1,0.596986823,0.057902973,0.975657044,0.864608976,0.237683495
RF,up,LASSO,Drop,Drop,One-Hot,1,0.599622032,0.008275862,0.994440032,0.870335011,0.090718513
RF,up,LASSO,Median,Unknown,One-Hot,1,0.638186707,0.03968254,0.991749388,0.858711323,0.198381285
RF,up,LASSO,Median,Missing,One-Hot,1,0.630773075,0.038095238,0.99290963,0.859487634,0.194486834
RF,up,LASSO,Median,Mode,One-Hot,1,0.634317902,0.035714286,0.992522883,0.858822225,0.18827439
RF,up,LASSO,Median,Drop,One-Hot,1,0.628292541,0.035785288,0.992222741,0.862811029,0.18843295
RF,up,RF,Drop,Unknown,Label,1,0.615888206,0.014084507,0.994398966,0.875781102,0.118345339
RF,up,RF,Drop,Missing,Label,1,0.595991792,0.015649452,0.995260664,0.876727892,0.124800979
RF,up,RF,Drop,Mode,Label,1,0.626313195,0.020344288,0.995476088,0.877485325,0.142310408
RF,up,RF,Drop,Drop,Label,1,0.606551587,0.004137931,0.995830024,0.871029335,0.064192491
RF,up,RF,Median,Unknown,Label,1,0.61331286,0.04047619,0.990331314,0.857602307,0.200211985
RF,up,RF,Median,Missing,Label,1,0.627344119,0.038095238,0.990460229,0.857380503,0.194246797
RF,up,RF,Median,Mode,Label,1,0.628087432,0.03015873,0.991104809,0.856825995,0.172888584
RF,up,RF,Median,Drop,Label,1,0.597336807,0.02584493,0.993467102,0.862542031,0.160237599
RF,up,RF,Drop,Unknown,One-Hot,1,0.595743834,0.009389671,0.995691512,0.876349176,0.096691344
RF,up,RF,Drop,Missing,One-Hot,1,0.601022406,0.009389671,0.995045239,0.875781102,0.09665996
RF,up,RF,Drop,Mode,One-Hot,1,0.602497001,0.012519562,0.995045239,0.876159818,0.111613307
RF,up,RF,Drop,Drop,One-Hot,1,0.606360275,0.00137931,0.995432883,0.870335011,0.037054161
RF,up,RF,Median,Unknown,One-Hot,1,0.611045323,0.034920635,0.990460229,0.856936897,0.185977149
RF,up,RF,Median,Missing,One-Hot,1,0.609899814,0.031746032,0.989171071,0.855384274,0.177206818
RF,up,RF,Median,Mode,One-Hot,1,0.60610002,0.026190476,0.992393967,0.857380503,0.161218084
RF,up,RF,Median,Drop,One-Hot,1,0.616166665,0.028827038,0.991756105,0.861466039,0.169083975
RF,rose,LASSO,Drop,Unknown,Label,1,0.632976518,0.178403756,0.929125377,0.838288203,0.407135674
RF,rose,LASSO,Drop,Missing,Label,1,0.637895543,0.156494523,0.93515726,0.840939216,0.38255325
RF,rose,LASSO,Drop,Mode,Label,1,0.642798049,0.145539906,0.939681172,0.843590229,0.369812263
RF,rose,LASSO,Drop,Drop,Label,1,0.626688943,0.180689655,0.909849087,0.818087138,0.40546309
RF,rose,LASSO,Median,Unknown,Label,1,0.646020491,0.167460317,0.932319196,0.825440834,0.39512842
RF,rose,LASSO,Median,Missing,Label,1,0.647373903,0.112698413,0.961969834,0.843295996,0.329260495
RF,rose,LASSO,Median,Mode,Label,1,0.643870769,0.145238095,0.946757767,0.834756571,0.370817064
RF,rose,LASSO,Median,Drop,Label,1,0.647646552,0.122266402,0.960024887,0.84667115,0.342605879
RF,rose,LASSO,Drop,Unknown,One-Hot,1,0.632531004,0.10172144,0.966393796,0.861768604,0.313533042
RF,rose,LASSO,Drop,Missing,One-Hot,1,0.633418492,0.161189358,0.931925894,0.838666919,0.387577782
RF,rose,LASSO,Drop,Mode,One-Hot,1,0.633418492,0.161189358,0.931925894,0.838666919,0.387577782
RF,rose,LASSO,Drop,Drop,One-Hot,1,0.629228726,0.164137931,0.935266084,0.838222531,0.391806891
RF,rose,LASSO,Median,Unknown,One-Hot,1,0.645440575,0.126190476,0.95500838,0.839192636,0.347149769
RF,rose,LASSO,Median,Missing,One-Hot,1,0.635393429,0.007142857,0.999742168,0.861040257,0.084504529
