algorithm,subsampling,feature_selection,imputation_num,imputation_cat,encoding,fold,auc,sen,spec,accu,gmean
XGB,down,LASSO,Median,Unknown,One-Hot,3,0.651341887,0.589371981,0.616334405,0.612620606,0.602702438
XGB,down,LASSO,Median,Missing,One-Hot,3,0.647263257,0.590177134,0.625209003,0.62038372,0.607440579
XGB,down,LASSO,Median,Mode,One-Hot,3,0.646957143,0.594202899,0.612733119,0.61018077,0.60339688
XGB,down,LASSO,Median,Drop,One-Hot,3,0.652072387,0.585267407,0.628800741,0.623025435,0.6066437
XGB,up,LASSO,Drop,Unknown,Label,3,0.647635581,0.532182104,0.673316173,0.656350255,0.598604057
XGB,up,LASSO,Drop,Missing,Label,3,0.650407079,0.551020408,0.66988417,0.655595395,0.607552342
XGB,up,LASSO,Drop,Mode,Label,3,0.647572107,0.527472527,0.675675676,0.657859974,0.596992761
XGB,up,LASSO,Drop,Drop,Label,3,0.630229463,0.541838134,0.652968934,0.639036973,0.594813811
XGB,up,LASSO,Median,Unknown,Label,3,0.658190555,0.584541063,0.647073955,0.638460685,0.61501325
XGB,up,LASSO,Median,Missing,Label,3,0.656079449,0.570853462,0.653504823,0.642120439,0.610782687
XGB,up,LASSO,Median,Mode,Label,3,0.658785384,0.57568438,0.649646302,0.6394588,0.611548223
XGB,up,LASSO,Median,Drop,Label,3,0.662542135,0.559031282,0.670473839,0.655689424,0.612222059
XGB,up,LASSO,Drop,Unknown,One-Hot,3,0.647921638,0.552590267,0.661089661,0.648046801,0.604410219
XGB,up,LASSO,Drop,Missing,One-Hot,3,0.646011677,0.527472527,0.657228657,0.641630496,0.58878694
XGB,up,LASSO,Drop,Mode,One-Hot,3,0.648165434,0.555729984,0.658515659,0.646159653,0.604943714
XGB,up,LASSO,Drop,Drop,One-Hot,3,0.631863633,0.550068587,0.647267007,0.635081685,0.596691921
XGB,up,LASSO,Median,Unknown,One-Hot,3,0.661395944,0.574074074,0.651832797,0.641122324,0.611719143
XGB,up,LASSO,Median,Missing,One-Hot,3,0.660483144,0.577294686,0.648102894,0.638349784,0.611675042
XGB,up,LASSO,Median,Mode,One-Hot,3,0.659829235,0.573268921,0.651575563,0.64078962,0.611169387
XGB,up,LASSO,Median,Drop,One-Hot,3,0.656238373,0.552976791,0.675721562,0.659437751,0.611275994
XGB,rose,LASSO,Drop,Unknown,Label,3,0.583523757,0.19466248,0.908622909,0.822796754,0.420564845
XGB,rose,LASSO,Drop,Missing,Label,3,0.569077993,0.12244898,0.951951952,0.852236271,0.341416967
XGB,rose,LASSO,Drop,Mode,Label,3,0.586178576,0.153846154,0.894465894,0.805434988,0.370958404
XGB,rose,LASSO,Drop,Drop,Label,3,0.574474997,0.196159122,0.888910735,0.802063629,0.417573885
XGB,rose,LASSO,Median,Unknown,Label,3,0.581634176,0.172302738,0.889517685,0.790728624,0.391492442
XGB,rose,LASSO,Median,Missing,Label,3,0.579415889,0.206924316,0.881543408,0.788621493,0.427098076
XGB,rose,LASSO,Median,Mode,Label,3,0.583624431,0.108695652,0.962186495,0.844626816,0.323396797
XGB,rose,LASSO,Median,Drop,Label,3,0.585835025,0.07568113,0.969285384,0.850736278,0.27084426
XGB,rose,LASSO,Drop,Unknown,One-Hot,3,0.591647658,0.087912088,0.965679966,0.860162295,0.291367366
XGB,rose,LASSO,Drop,Missing,One-Hot,3,0.591647658,0.087912088,0.965679966,0.860162295,0.291367366
XGB,rose,LASSO,Drop,Mode,One-Hot,3,0.570040381,0.094191523,0.955598456,0.852047556,0.300015456
XGB,rose,LASSO,Drop,Drop,One-Hot,3,0.59054833,0.156378601,0.914471097,0.819432502,0.378158314
XGB,rose,LASSO,Median,Unknown,One-Hot,3,0.592955973,0.198872786,0.902636656,0.805700344,0.423686047
XGB,rose,LASSO,Median,Missing,One-Hot,3,0.58672383,0,1,0.862260175,0
XGB,rose,LASSO,Median,Mode,One-Hot,3,0.592384081,0.18115942,0.914726688,0.813685261,0.407076598
XGB,rose,LASSO,Median,Drop,One-Hot,3,0.58763927,0.154389506,0.902145393,0.802945114,0.373204744
XGB,smote,LASSO,Drop,Unknown,Label,3,0.621968122,0.141287284,0.949163449,0.852047556,0.366203121
XGB,smote,LASSO,Drop,Missing,Label,3,0.578806773,0.249607535,0.843843844,0.772409889,0.458944204
XGB,smote,LASSO,Drop,Mode,Label,3,0.590429014,0.210361068,0.887172887,0.805812417,0.43200305
XGB,smote,LASSO,Drop,Drop,Label,3,0.590492365,0.117969822,0.931183641,0.829234738,0.331438634
XGB,smote,LASSO,Median,Unknown,Label,3,0.633372685,0.158615137,0.944051447,0.835865587,0.386963628
XGB,smote,LASSO,Median,Missing,Label,3,0.636825885,0.144122383,0.944951768,0.834645669,0.369037533
XGB,smote,LASSO,Median,Mode,Label,3,0.626255754,0.134460548,0.947266881,0.835311079,0.356889371
XGB,smote,LASSO,Median,Drop,Label,3,0.618527856,0.142280525,0.941657663,0.835609103,0.366032166
XGB,smote,LASSO,Drop,Unknown,One-Hot,3,0.587398399,0.204081633,0.877091377,0.79618796,0.423081836
XGB,smote,LASSO,Drop,Missing,One-Hot,3,0.587545047,0.20722135,0.874302874,0.794112097,0.425645653
XGB,smote,LASSO,Drop,Mode,One-Hot,3,0.583869921,0.372056515,0.755469755,0.709379128,0.530167374
XGB,smote,LASSO,Drop,Drop,One-Hot,3,0.573388742,0.248285322,0.811836414,0.741186586,0.44896221
XGB,smote,LASSO,Median,Unknown,One-Hot,3,0.638458249,0.144927536,0.948553055,0.837861817,0.370771435
XGB,smote,LASSO,Median,Missing,One-Hot,3,0.633687601,0.111111111,0.957813505,0.841188865,0.32622649
XGB,smote,LASSO,Median,Mode,One-Hot,3,0.634487938,0.139291465,0.947266881,0.835976489,0.363243984
XGB,smote,LASSO,Median,Drop,One-Hot,3,0.583248932,0.248234107,0.838555333,0.760240964,0.456243394
XGB,none,LASSO,Drop,Unknown,Label,4,0.576322889,0.110283159,0.928270042,0.826834227,0.319957111
XGB,none,LASSO,Drop,Missing,Label,4,0.577690895,0.125186289,0.91814346,0.819811495,0.339026507
XGB,none,LASSO,Drop,Mode,Label,4,0.557684859,0.149031297,0.914345992,0.819441878,0.369142477
XGB,none,LASSO,Drop,Drop,Label,4,0.532061123,0.079207921,0.931453949,0.829085967,0.271622036
XGB,none,LASSO,Median,Unknown,Label,4,0.575706447,0.157937807,0.90121873,0.800487967,0.377275111
XGB,none,LASSO,Median,Missing,Label,4,0.562320574,0.16202946,0.901475305,0.801264279,0.382185239
XGB,none,LASSO,Median,Mode,Label,4,0.578844658,0.155482815,0.909300834,0.807142065,0.376006188
XGB,none,LASSO,Median,Drop,Label,4,0.553740269,0.140657084,0.89255821,0.795493704,0.354322784
XGB,none,LASSO,Drop,Unknown,One-Hot,4,0.576041804,0.123695976,0.934388186,0.833856958,0.339970673
XGB,none,LASSO,Drop,Missing,One-Hot,4,0.576041804,0.123695976,0.934388186,0.833856958,0.339970673
XGB,none,LASSO,Drop,Mode,One-Hot,4,0.576041804,0.123695976,0.934388186,0.833856958,0.339970673
XGB,none,LASSO,Drop,Drop,One-Hot,4,0.574675827,0.125884017,0.917165476,0.822120285,0.339788867
XGB,none,LASSO,Median,Unknown,One-Hot,4,0.570465404,0.161211129,0.89878127,0.798824443,0.380648845
XGB,none,LASSO,Median,Missing,One-Hot,4,0.560070821,0.149754501,0.890827453,0.790395919,0.365247068
XGB,none,LASSO,Median,Mode,One-Hot,4,0.568248668,0.167757774,0.896215523,0.797493623,0.387746207
XGB,none,LASSO,Median,Drop,One-Hot,4,0.568243514,0.13963039,0.909298433,0.809940358,0.356322459
XGB,down,LASSO,Drop,Unknown,Label,4,0.658363517,0.590163934,0.630379747,0.625392719,0.609940482
XGB,down,LASSO,Drop,Missing,Label,4,0.654076666,0.587183308,0.63164557,0.626131953,0.609008814
XGB,down,LASSO,Drop,Mode,Label,4,0.652672974,0.584202683,0.641139241,0.634078729,0.612009203
XGB,down,LASSO,Drop,Drop,Label,4,0.63161369,0.565770863,0.626568836,0.619266055,0.595394315
XGB,down,LASSO,Median,Unknown,Label,4,0.652828043,0.595744681,0.615137909,0.612509704,0.60536364
XGB,down,LASSO,Median,Missing,Label,4,0.650160412,0.59410802,0.626042335,0.621714539,0.609866192
XGB,down,LASSO,Median,Mode,Label,4,0.658675512,0.612111293,0.621808852,0.620494621,0.616941018
XGB,down,LASSO,Median,Drop,Label,4,0.65005428,0.590349076,0.628671435,0.623724321,0.609208996
XGB,down,LASSO,Drop,Unknown,One-Hot,4,0.653152609,0.594634873,0.628059072,0.623914249,0.611118505
XGB,down,LASSO,Drop,Missing,One-Hot,4,0.653152609,0.594634873,0.628059072,0.623914249,0.611118505
XGB,down,LASSO,Drop,Mode,One-Hot,4,0.653152609,0.594634873,0.628059072,0.623914249,0.611118505
XGB,down,LASSO,Drop,Drop,One-Hot,4,0.621364213,0.52758133,0.637188646,0.624023106,0.579800684
XGB,down,LASSO,Median,Unknown,One-Hot,4,0.655228865,0.59410802,0.636305324,0.63058667,0.614844774
XGB,down,LASSO,Median,Missing,One-Hot,4,0.657189289,0.617021277,0.612572162,0.613175114,0.614792694
XGB,down,LASSO,Median,Mode,One-Hot,4,0.655821485,0.596563011,0.628094933,0.62382167,0.612125971
XGB,down,LASSO,Median,Drop,One-Hot,4,0.656666152,0.574948665,0.641302694,0.632736912,0.607219999
XGB,up,LASSO,Drop,Unknown,Label,4,0.666179328,0.58271237,0.660759494,0.651081131,0.620510057
XGB,up,LASSO,Drop,Missing,Label,4,0.657876964,0.55290611,0.667510549,0.653298836,0.607511861
XGB,up,LASSO,Drop,Mode,Label,4,0.664442673,0.579731744,0.662869198,0.652559601,0.619908313
XGB,up,LASSO,Drop,Drop,Label,4,0.629485494,0.564356436,0.63004441,0.622154264,0.596296585
XGB,up,LASSO,Median,Unknown,Label,4,0.669966899,0.593289689,0.642719692,0.63602085,0.617510296
XGB,up,LASSO,Median,Missing,Label,4,0.659728843,0.583469722,0.641821681,0.633913719,0.611950584
XGB,up,LASSO,Median,Mode,Label,4,0.665832309,0.601472995,0.6355356,0.630919375,0.618269764
XGB,up,LASSO,Median,Drop,Label,4,0.660529965,0.590349076,0.655151423,0.646785951,0.621906775
XGB,up,LASSO,Drop,Unknown,One-Hot,4,0.65824797,0.573770492,0.650843882,0.641286269,0.611093294
XGB,up,LASSO,Drop,Missing,One-Hot,4,0.65824797,0.573770492,0.650843882,0.641286269,0.611093294
XGB,up,LASSO,Drop,Mode,One-Hot,4,0.65824797,0.573770492,0.650843882,0.641286269,0.611093294
XGB,up,LASSO,Drop,Drop,One-Hot,4,0.631163061,0.543140028,0.643946708,0.63183826,0.591399385
XGB,up,LASSO,Median,Unknown,One-Hot,4,0.656501135,0.585924714,0.637588198,0.63058667,0.611210833
XGB,up,LASSO,Median,Missing,One-Hot,4,0.661004368,0.598199673,0.639127646,0.633581014,0.618325116
XGB,up,LASSO,Median,Mode,One-Hot,4,0.661289708,0.601472995,0.634252726,0.629810358,0.617645438
XGB,up,LASSO,Median,Drop,One-Hot,4,0.656353816,0.571868583,0.65621671,0.645328032,0.612592622
XGB,rose,LASSO,Drop,Unknown,Label,4,0.632631409,0.137108793,0.944514768,0.844391055,0.359862862
XGB,rose,LASSO,Drop,Missing,Label,4,0.574085218,0.123695976,0.920886076,0.8220292,0.33750541
XGB,rose,LASSO,Drop,Mode,Label,4,0.641384482,0.093889717,0.961603376,0.854001109,0.300474073
XGB,rose,LASSO,Drop,Drop,Label,4,0.540081217,0.168316832,0.857501448,0.774719674,0.37991042
XGB,rose,LASSO,Median,Unknown,Label,4,0.590086599,0.100654664,0.952405388,0.836974604,0.309619193
XGB,rose,LASSO,Median,Missing,Label,4,0.629105589,0.099836334,0.972033355,0.853831651,0.311519255
XGB,rose,LASSO,Median,Mode,Label,4,0.632632652,0.107201309,0.961385504,0.845624931,0.321032373
XGB,rose,LASSO,Median,Drop,Label,4,0.601856221,0.062628337,0.982803226,0.864015905,0.248095408
XGB,rose,LASSO,Drop,Unknown,One-Hot,4,0.633011533,0.096870343,0.960548523,0.853446683,0.305038792
XGB,rose,LASSO,Drop,Missing,One-Hot,4,0.633011533,0.096870343,0.960548523,0.853446683,0.305038792
XGB,rose,LASSO,Drop,Mode,One-Hot,4,0.633011533,0.096870343,0.960548523,0.853446683,0.305038792
XGB,rose,LASSO,Drop,Drop,One-Hot,4,0.580147413,0.067892504,0.942459934,0.837410805,0.252954471
XGB,rose,LASSO,Median,Unknown,One-Hot,4,0.60170007,1,0.000128287,0.135632694,0.011326401
XGB,rose,LASSO,Median,Missing,One-Hot,4,0.581583992,1,0.000128287,0.135632694,0.011326401
XGB,rose,LASSO,Median,Mode,One-Hot,4,0.631774061,0.05400982,0.985631815,0.859376733,0.230724504
XGB,rose,LASSO,Median,Drop,One-Hot,4,0.617382254,0.09137577,0.97778116,0.863353214,0.298907187
XGB,smote,LASSO,Drop,Unknown,Label,4,0.566242682,0.253353204,0.822151899,0.751617076,0.456393271
XGB,smote,LASSO,Drop,Missing,Label,4,0.567807353,0.268256334,0.816666667,0.748660137,0.468055559
XGB,smote,LASSO,Drop,Mode,Label,4,0.550968389,0.229508197,0.824472574,0.750693033,0.434997947
XGB,smote,LASSO,Drop,Drop,Label,4,0.536626945,0.220650636,0.842440626,0.767753993,0.431143897
XGB,smote,LASSO,Median,Unknown,Label,4,0.586917838,0.308510638,0.812059012,0.743817234,0.500528565
XGB,smote,LASSO,Median,Missing,Label,4,0.582950588,0.276595745,0.819243105,0.745702562,0.476024324
XGB,smote,LASSO,Median,Mode,Label,4,0.5839329,0.254500818,0.817190507,0.740933792,0.456043477
XGB,smote,LASSO,Median,Drop,Label,4,0.586802599,0.267967146,0.816618475,0.745791915,0.467789399
XGB,smote,LASSO,Drop,Unknown,One-Hot,4,0.603419231,0.269746647,0.831223629,0.761596747,0.473518518
XGB,smote,LASSO,Drop,Missing,One-Hot,4,0.603419231,0.269746647,0.831223629,0.761596747,0.473518518
XGB,smote,LASSO,Drop,Mode,One-Hot,4,0.603419231,0.269746647,0.831223629,0.761596747,0.473518518
XGB,smote,LASSO,Drop,Drop,One-Hot,4,0.548143506,0.234794908,0.811353543,0.742099898,0.436464982
XGB,smote,LASSO,Median,Unknown,One-Hot,4,0.575185948,0.265957447,0.809364978,0.735721415,0.463957587
XGB,smote,LASSO,Median,Missing,One-Hot,4,0.580120813,0.2700491,0.809621552,0.736497727,0.467586967
XGB,smote,LASSO,Median,Mode,One-Hot,4,0.582801462,0.286415712,0.800384862,0.730730842,0.478793066
XGB,smote,LASSO,Median,Drop,One-Hot,4,0.573193239,0.283367556,0.813879166,0.745394301,0.480236349
XGB,none,LASSO,Drop,Unknown,Label,5,0.584097469,0.081818182,0.971277719,0.862465246,0.281901006
XGB,none,LASSO,Drop,Missing,Label,5,0.57845029,0.059090909,0.970432946,0.858943466,0.239465582
XGB,none,LASSO,Drop,Mode,Label,5,0.569160027,0.057575758,0.974023231,0.861909175,0.236812427
XGB,none,LASSO,Drop,Drop,Label,5,0.549185453,0.043478261,0.970163807,0.857045027,0.205380221
XGB,none,LASSO,Median,Unknown,Label,5,0.596314716,0.098214286,0.963776493,0.845514029,0.30766316
XGB,none,LASSO,Median,Missing,Label,5,0.592500772,0.084415584,0.964033398,0.843850505,0.285270823
XGB,none,LASSO,Median,Mode,Label,5,0.599149995,0.086038961,0.967244701,0.846844849,0.288480033
XGB,none,LASSO,Median,Drop,Label,5,0.58828878,0.083166333,0.96438987,0.847331292,0.283204464
XGB,none,LASSO,Drop,Unknown,One-Hot,5,0.584094909,0.059090909,0.964308342,0.853568119,0.238708727
XGB,none,LASSO,Drop,Missing,One-Hot,5,0.58001504,0.062121212,0.967687434,0.856904541,0.245181395
XGB,none,LASSO,Drop,Mode,One-Hot,5,0.553632524,0.066666667,0.965575502,0.855607044,0.253715786
XGB,none,LASSO,Drop,Drop,One-Hot,5,0.570812173,0.049088359,0.974843994,0.861838726,0.21875441
XGB,none,LASSO,Median,Unknown,One-Hot,5,0.603029677,0.086850649,0.965317919,0.845292226,0.289548766
XGB,none,LASSO,Median,Missing,One-Hot,5,0.595923625,0.083603896,0.967630058,0.846844849,0.284425109
XGB,none,LASSO,Median,Mode,One-Hot,5,0.594776522,0.073051948,0.965574823,0.843628701,0.265588256
XGB,none,LASSO,Median,Drop,One-Hot,5,0.590003261,0.068136273,0.966999233,0.847597498,0.25668604
XGB,down,LASSO,Drop,Unknown,Label,5,0.633266295,0.557575758,0.620274551,0.612604263,0.588090174
XGB,down,LASSO,Drop,Missing,Label,5,0.624666571,0.571212121,0.595987328,0.592956441,0.583468239
XGB,down,LASSO,Drop,Mode,Label,5,0.635363348,0.566666667,0.628511088,0.62094532,0.596788307
XGB,down,LASSO,Drop,Drop,Label,5,0.621178339,0.551192146,0.612909516,0.605375792,0.581232235
XGB,down,LASSO,Median,Unknown,Label,5,0.640938337,0.56737013,0.622992935,0.615393146,0.594531397
XGB,down,LASSO,Median,Missing,Label,5,0.633701278,0.588474026,0.605651895,0.603304869,0.59700118
XGB,down,LASSO,Median,Mode,Label,5,0.63862625,0.564935065,0.623249839,0.615282245,0.593376515
XGB,down,LASSO,Median,Drop,Label,5,0.639777867,0.585170341,0.635303147,0.628643684,0.609721706
XGB,down,LASSO,Drop,Unknown,One-Hot,5,0.621829061,0.560606061,0.599155227,0.594439296,0.579560223
XGB,down,LASSO,Drop,Missing,One-Hot,5,0.632622636,0.533333333,0.646673706,0.632808156,0.587275611
XGB,down,LASSO,Drop,Mode,One-Hot,5,0.62218873,0.563636364,0.61436114,0.6081557,0.588452444
XGB,down,LASSO,Drop,Drop,One-Hot,5,0.613354369,0.488078541,0.653081123,0.632939565,0.564583813
XGB,down,LASSO,Median,Unknown,One-Hot,5,0.636857948,0.555194805,0.643416827,0.631362981,0.597680249
XGB,down,LASSO,Median,Missing,One-Hot,5,0.647435701,0.580357143,0.629030186,0.622379949,0.604203742
XGB,down,LASSO,Median,Mode,One-Hot,5,0.632664277,0.594967532,0.594990366,0.594987246,0.594978949
XGB,down,LASSO,Median,Drop,One-Hot,5,0.634633119,0.568136273,0.628549501,0.620524424,0.597579928
XGB,up,LASSO,Drop,Unknown,Label,5,0.630853733,0.504545455,0.671172122,0.650787766,0.581925119
XGB,up,LASSO,Drop,Missing,Label,5,0.635813734,0.512121212,0.681098205,0.660426321,0.590597018
XGB,up,LASSO,Drop,Mode,Label,5,0.648555886,0.539393939,0.671594509,0.655421687,0.601875409
XGB,up,LASSO,Drop,Drop,Label,5,0.629202514,0.514726508,0.660101404,0.642355761,0.582899383
XGB,up,LASSO,Median,Unknown,Label,5,0.651087099,0.547077922,0.651766217,0.637462571,0.597132236
XGB,up,LASSO,Median,Missing,Label,5,0.650242516,0.534090909,0.66088632,0.64356216,0.594115625
XGB,up,LASSO,Median,Mode,Label,5,0.648785648,0.559253247,0.648683365,0.636464456,0.602310782
XGB,up,LASSO,Median,Drop,Label,5,0.658924757,0.576152305,0.660936301,0.649673899,0.617089923
XGB,up,LASSO,Drop,Unknown,One-Hot,5,0.638171419,0.53030303,0.668004224,0.65115848,0.595184563
XGB,up,LASSO,Drop,Missing,One-Hot,5,0.6343861,0.487878788,0.692713833,0.667655236,0.581343603
XGB,up,LASSO,Drop,Mode,One-Hot,5,0.63311158,0.515151515,0.66124604,0.643373494,0.583645354
XGB,up,LASSO,Drop,Drop,One-Hot,5,0.629816665,0.528751753,0.654056162,0.638760486,0.588075967
XGB,up,LASSO,Median,Unknown,One-Hot,5,0.654570582,0.563311688,0.659858703,0.646667406,0.609677062
XGB,up,LASSO,Median,Missing,One-Hot,5,0.654544256,0.556006494,0.660372511,0.646112898,0.605946701
XGB,up,LASSO,Median,Mode,One-Hot,5,0.652471036,0.556818182,0.65793192,0.644116669,0.60526726
XGB,up,LASSO,Median,Drop,One-Hot,5,0.656775639,0.569138277,0.65848043,0.646612538,0.612181686
XGB,rose,LASSO,Drop,Unknown,Label,5,0.606593389,0.189393939,0.91594509,0.827062095,0.41650264
XGB,rose,LASSO,Drop,Missing,Label,5,0.59218297,0.153030303,0.928405491,0.833549583,0.376927279
XGB,rose,LASSO,Drop,Mode,Label,5,0.598106461,0.122727273,0.9531151,0.851529194,0.342013475
XGB,rose,LASSO,Drop,Drop,Label,5,0.584883778,0.180925666,0.885920437,0.799863037,0.400357022
XGB,rose,LASSO,Median,Unknown,Label,5,0.620990458,0.237824675,0.891201028,0.801929688,0.460379838
XGB,rose,LASSO,Median,Missing,Label,5,0.618653452,0.165584416,0.928580604,0.824331818,0.392120487
XGB,rose,LASSO,Median,Mode,Label,5,0.614872351,0.162337662,0.932691073,0.827437063,0.389115521
XGB,rose,LASSO,Median,Drop,Label,5,0.613272131,0.147294589,0.940445127,0.835085851,0.372186081
XGB,rose,LASSO,Drop,Unknown,One-Hot,5,0.600473585,0.093939394,0.957550158,0.851899907,0.299919458
XGB,rose,LASSO,Drop,Missing,One-Hot,5,0.599167067,0.1,0.959873284,0.854680259,0.309818218
XGB,rose,LASSO,Drop,Mode,One-Hot,5,0.616452114,0.203030303,0.897571278,0.812604263,0.426888942
XGB,rose,LASSO,Drop,Drop,One-Hot,5,0.565012537,0,0.999804992,0.877760657,0
XGB,rose,LASSO,Median,Unknown,One-Hot,5,0.616121162,0.085227273,0.968143866,0.847510258,0.287249476
XGB,rose,LASSO,Median,Missing,One-Hot,5,0.617208105,0.091720779,0.967373154,0.847732062,0.297872824
XGB,rose,LASSO,Median,Mode,One-Hot,5,0.602062794,0.07711039,0.971226718,0.849062881,0.273663426
XGB,rose,LASSO,Median,Drop,One-Hot,5,0.599503074,0.096192385,0.964543361,0.849194729,0.304600929
XGB,smote,LASSO,Drop,Unknown,Label,5,0.608819878,0.262121212,0.851953537,0.779796108,0.472562265
XGB,smote,LASSO,Drop,Missing,Label,5,0.597919747,0.253030303,0.842872228,0.770713624,0.461814048
XGB,smote,LASSO,Drop,Mode,Label,5,0.598290615,0.183333333,0.906019007,0.817608897,0.407557953
XGB,smote,LASSO,Drop,Drop,Label,5,0.551904075,0.157082749,0.884165367,0.795411745,0.372675631
XGB,smote,LASSO,Median,Unknown,Label,5,0.587807368,0.193993506,0.891457932,0.796162804,0.415857007
XGB,smote,LASSO,Median,Missing,Label,5,0.59449277,0.181818182,0.891586384,0.794610181,0.402624658
XGB,smote,LASSO,Median,Mode,Label,5,0.598696659,0.191558442,0.889274245,0.793944771,0.412732345
XGB,smote,LASSO,Median,Drop,Label,5,0.586228174,0.188376754,0.892402149,0.798881938,0.410009536
XGB,smote,LASSO,Drop,Unknown,One-Hot,5,0.600059518,0.325757576,0.797254488,0.739573679,0.509619161
XGB,smote,LASSO,Drop,Missing,One-Hot,5,0.588324694,0.289393939,0.810137276,0.746431881,0.484199151
XGB,smote,LASSO,Drop,Mode,One-Hot,5,0.601682346,0.295454545,0.819640971,0.755514365,0.492104309
XGB,smote,LASSO,Drop,Drop,One-Hot,5,0.572597055,0.194950912,0.88124025,0.797466187,0.414485935
XGB,smote,LASSO,Median,Unknown,One-Hot,5,0.597445241,0.189123377,0.897880539,0.801042475,0.412080331
XGB,smote,LASSO,Median,Missing,One-Hot,5,0.606647868,0.233766234,0.875529865,0.787845181,0.452403934
XGB,smote,LASSO,Median,Mode,One-Hot,5,0.621516778,0.184253247,0.90507386,0.806587557,0.408366009
XGB,smote,LASSO,Median,Drop,One-Hot,5,0.607960126,0.20741483,0.902225633,0.809929456,0.432591003
XGB,none,RF,Drop,Unknown,Label,1,0.59471391,0.059467919,0.973287376,0.862715395,0.240581326
XGB,none,RF,Drop,Missing,Label,1,0.582294307,0.051643192,0.969409737,0.858360159,0.22374855
XGB,none,RF,Drop,Mode,Label,1,0.586678817,0.082942097,0.965101249,0.858360159,0.282926707
XGB,none,RF,Drop,Drop,Label,1,0.565502999,0.035862069,0.977760127,0.859225829,0.187255176
XGB,none,RF,Median,Unknown,Label,1,0.597640124,0.057936508,0.981565038,0.852500832,0.238471069
XGB,none,RF,Median,Missing,Label,1,0.612350493,0.057142857,0.974603584,0.846401242,0.235990748
XGB,none,RF,Median,Mode,Label,1,0.609796067,0.047619048,0.978986722,0.848841078,0.215912981
XGB,none,RF,Median,Drop,Label,1,0.587580985,0.046719682,0.976979312,0.851109617,0.213644945
XGB,none,RF,Drop,Unknown,One-Hot,1,0.573249348,0.067292645,0.969194313,0.860064382,0.255381379
XGB,none,RF,Drop,Missing,One-Hot,1,0.584585593,0.064162754,0.97005601,0.860443098,0.249482395
XGB,none,RF,Drop,Mode,One-Hot,1,0.576256524,0.079812207,0.96854804,0.861011172,0.278032293
XGB,none,RF,Drop,Drop,One-Hot,1,0.574518364,0.044137931,0.974980143,0.857837181,0.20744543
XGB,none,RF,Median,Unknown,One-Hot,1,0.600209488,0.046825397,0.982854196,0.852057225,0.214528641
XGB,none,RF,Median,Missing,One-Hot,1,0.591683907,0.038095238,0.982080701,0.850171898,0.193423365
XGB,none,RF,Median,Mode,One-Hot,1,0.581335036,0.033333333,0.98581926,0.852722635,0.181275045
XGB,none,RF,Median,Drop,One-Hot,1,0.588769297,0.06361829,0.973868409,0.85070612,0.248909307
XGB,down,RF,Drop,Unknown,Label,1,0.626166208,0.561815336,0.627746661,0.619768983,0.593866737
XGB,down,RF,Drop,Missing,Label,1,0.621655107,0.560250391,0.605557949,0.600075743,0.5824638
XGB,down,RF,Drop,Mode,Label,1,0.633534295,0.571205008,0.623438173,0.61711797,0.596750372
XGB,down,RF,Drop,Drop,Label,1,0.623761743,0.6,0.58816521,0.589654574,0.594053134
XGB,down,RF,Median,Unknown,Label,1,0.636833091,0.596825397,0.604615186,0.603526672,0.600707665
XGB,down,RF,Median,Missing,Label,1,0.64001547,0.593650794,0.61067423,0.608295442,0.602102351
XGB,down,RF,Median,Mode,Label,1,0.637890559,0.596825397,0.597266985,0.597205279,0.59704615
XGB,down,RF,Median,Drop,Label,1,0.614326871,0.548707753,0.610048219,0.601748487,0.57856563
XGB,down,RF,Drop,Unknown,One-Hot,1,0.622031004,0.552425665,0.617190866,0.609354289,0.583911016
XGB,down,RF,Drop,Missing,One-Hot,1,0.620561634,0.557120501,0.594140457,0.589661049,0.575332798
XGB,down,RF,Drop,Mode,One-Hot,1,0.630656576,0.582159624,0.602111159,0.599697027,0.592051354
XGB,down,RF,Drop,Drop,One-Hot,1,0.62205308,0.576551724,0.617156473,0.61204652,0.5965087
XGB,down,RF,Median,Unknown,One-Hot,1,0.629279391,0.597619048,0.599071806,0.598868803,0.598344986
XGB,down,RF,Median,Missing,One-Hot,1,0.625913307,0.581746032,0.594173005,0.592436509,0.587926686
XGB,down,RF,Median,Mode,One-Hot,1,0.614175727,0.578571429,0.581668171,0.581235444,0.580117733
XGB,down,RF,Median,Drop,One-Hot,1,0.635340778,0.549701789,0.64457925,0.631741762,0.595253196
XGB,up,RF,Drop,Unknown,Label,1,0.586093058,0.492957746,0.648211978,0.629426245,0.565279679
XGB,up,RF,Drop,Missing,Label,1,0.591984864,0.469483568,0.660060319,0.637000568,0.556675375
XGB,up,RF,Drop,Mode,Label,1,0.596360778,0.489827856,0.67190866,0.649876917,0.573689444
XGB,up,RF,Drop,Drop,Label,1,0.569879899,0.470344828,0.631056394,0.610831453,0.544806489
XGB,up,RF,Median,Unknown,Label,1,0.600011255,0.527777778,0.61621761,0.603859377,0.570285859
XGB,up,RF,Median,Missing,Label,1,0.64876338,0.502380952,0.701817713,0.673949207,0.593784347
XGB,up,RF,Median,Mode,Label,1,0.618792089,0.507936508,0.652056207,0.631917489,0.575502522
XGB,up,RF,Median,Drop,Label,1,0.626188274,0.473161034,0.710841499,0.67868191,0.579950428
